ID:141 BoundingBox:(470.311,238.348) - 81.1072x191.63
ID:146 BoundingBox:(607.207,178.008) - 51.2615x139.595
ID:151 BoundingBox:(317.203,203.997) - 73.565x207.641
ID:155 BoundingBox:(198.968,167.513) - 45.5685x159.81
ID:141 BoundingBox:(554.297,194.212) - 89.6076x228.982
ID:144 BoundingBox:(464.073,196.982) - 92.9649x233.587
ID:146 BoundingBox:(606.395,178.583) - 51.9275x142.225
ID:151 BoundingBox:(318.601,199.588) - 75.7379x202.853
ID:155 BoundingBox:(199.059,169.908) - 45.5279x155.955
ID:141 BoundingBox:(555.562,194.433) - 90.2737x224.246
ID:144 BoundingBox:(464.107,197.9) - 92.7969x236.714
ID:146 BoundingBox:(604.527,178.178) - 54.1957x146.863
ID:151 BoundingBox:(324.101,196.77) - 78.9035x203.64
ID:155 BoundingBox:(198.706,166.964) - 48.3619x156.595
ID:141 BoundingBox:(563.17,198.824) - 96.3002x219.283
ID:144 BoundingBox:(469.945,197.654) - 93.1146x235.096
ID:151 BoundingBox:(329.407,197.793) - 75.7659x204.841
ID:155 BoundingBox:(198.916,170.694) - 47.1135x155.273
ID:141 BoundingBox:(565.727,203.124) - 104.85x217.077
ID:144 BoundingBox:(469.844,199.055) - 90.9522x236.181
ID:146 BoundingBox:(607.901,188.091) - 49.452x137.942
ID:151 BoundingBox:(337.711,198.93) - 76.114x204.333
ID:155 BoundingBox:(198.272,169.535) - 48.8048x159.944
ID:158 BoundingBox:(531.457,178.054) - 43.781x163.035
ID:141 BoundingBox:(566.638,205.237) - 111.908x214.733
ID:144 BoundingBox:(476.823,199.226) - 89.8033x232.26
ID:146 BoundingBox:(611.39,197.323) - 44.4071x124.073
ID:151 BoundingBox:(342.042,195.852) - 79.0634x202.127
ID:155 BoundingBox:(198.385,170.668) - 49.6534x160.787
ID:158 BoundingBox:(525.371,145.273) - 34.9963x116.598
ID:141 BoundingBox:(569.87,205.7) - 105.091x214.402
ID:144 BoundingBox:(478.134,200.103) - 88.661x231.058
ID:146 BoundingBox:(607.332,196.865) - 47.3878x135.809
ID:151 BoundingBox:(342.882,195.053) - 78.3442x202.803
ID:155 BoundingBox:(198.935,171.444) - 50.4074x158.85
ID:158 BoundingBox:(520.766,134.382) - 36.2836x106.106
ID:159 BoundingBox:(610.947,202.305) - 26.901x87.528
ID:141 BoundingBox:(573.104,205.295) - 100.204x215.98
ID:144 BoundingBox:(482.546,196.476) - 88.5939x231.246
ID:151 BoundingBox:(346.099,195.983) - 75.8829x205.084
ID:155 BoundingBox:(199.159,168.468) - 50.7692x161.475
ID:158 BoundingBox:(516.52,117.043) - 33.8096x68.5795
ID:141 BoundingBox:(578.656,203.939) - 95.3492x218.367
ID:144 BoundingBox:(494.394,196.339) - 97.6991x221.243
ID:146 BoundingBox:(591.119,145.096) - 60.3697x101.302
ID:151 BoundingBox:(349.692,196.753) - 75.172x205.088
ID:155 BoundingBox:(199.383,172.247) - 48.5119x163.057
ID:158 BoundingBox:(517.112,111.574) - 38.0976x56.5679
ID:141 BoundingBox:(580.769,200.521) - 89.5424x221.145
ID:144 BoundingBox:(499.524,201.337) - 99.8798x218.104
ID:146 BoundingBox:(588.718,126.256) - 56.8673x87.8948
ID:151 BoundingBox:(355.772,196.328) - 76.6854x203.089
ID:155 BoundingBox:(198.962,172.062) - 46.5125x162.864
ID:141 BoundingBox:(590.277,197.632) - 89.2523x221.821
ID:144 BoundingBox:(500.503,197.631) - 98.4809x220.608
ID:151 BoundingBox:(360.212,202.102) - 77.2906x202.363
ID:155 BoundingBox:(199.168,171.502) - 46.2005x159.259
ID:141 BoundingBox:(588.979,201.08) - 88.8345x225.397
ID:144 BoundingBox:(500.168,192.546) - 101.729x219.218
ID:151 BoundingBox:(360.235,200.443) - 81.5326x201.382
ID:155 BoundingBox:(198.534,172.495) - 44.5766x157.161
ID:141 BoundingBox:(587.863,197.852) - 90.2948x226.9
ID:144 BoundingBox:(498.143,195.963) - 101.099x220.483
ID:151 BoundingBox:(366.454,195.434) - 84.0635x203.669
ID:155 BoundingBox:(197.929,174.358) - 47.3275x157.314
ID:141 BoundingBox:(594.748,200.031) - 85.1798x227.695
ID:144 BoundingBox:(496.569,194.942) - 100.186x220.659
ID:151 BoundingBox:(369.442,198.026) - 80.4983x199.782
ID:155 BoundingBox:(200.069,172.66) - 47.2951x157.482
ID:141 BoundingBox:(594.657,194.104) - 85.8746x224.208
ID:144 BoundingBox:(496.71,195.939) - 100.363x219.87
ID:151 BoundingBox:(372.346,199.423) - 80.4931x199.777
ID:155 BoundingBox:(200.701,175.732) - 46.6286x154.873
ID:141 BoundingBox:(597.049,193.573) - 82.4562x223.652
ID:144 BoundingBox:(502.043,192.673) - 99.7853x219.318
ID:151 BoundingBox:(375.442,197.946) - 74.8593x198.19
ID:155 BoundingBox:(201.162,177.64) - 47.6419x157.895
ID:160 BoundingBox:(469.861,167.173) - 31.667x133.773
ID:141 BoundingBox:(598.338,196.316) - 80.5756x223.711
ID:144 BoundingBox:(507.329,194.311) - 98.4974x217.401
ID:151 BoundingBox:(380.775,198.285) - 73.1207x201.743
ID:155 BoundingBox:(198.56,173.087) - 49.7216x157.941
ID:160 BoundingBox:(460.607,167.341) - 32.0074x131.367
ID:141 BoundingBox:(597.664,196.069) - 78.687x221.974
ID:144 BoundingBox:(510.246,197.798) - 97.3456x217.1
ID:151 BoundingBox:(384.007,199.191) - 70.6552x200.72
ID:155 BoundingBox:(198.55,170.577) - 51.2142x157.086
ID:160 BoundingBox:(455.35,170.343) - 29.6531x123.061
ID:141 BoundingBox:(599.405,198.599) - 77.1853x223.556
ID:144 BoundingBox:(512.378,191.975) - 96.0063x217.648
ID:151 BoundingBox:(388.078,198.352) - 67.7936x198.157
ID:155 BoundingBox:(200.834,171.935) - 51.7377x158.412
ID:160 BoundingBox:(453.633,176.465) - 29.8403x122.527
ID:141 BoundingBox:(602.126,201.137) - 76.3419x224.887
ID:144 BoundingBox:(510.421,192.981) - 97.3293x213.998
ID:151 BoundingBox:(389.663,195.156) - 65.912x196.831
ID:155 BoundingBox:(197.793,172.522) - 49.91x156.896
ID:160 BoundingBox:(454.052,180.472) - 32.0508x126.915
ID:141 BoundingBox:(604.878,203.104) - 74.1999x223.441
ID:144 BoundingBox:(514.719,199.239) - 97.0938x217.281
ID:151 BoundingBox:(394.043,196.672) - 66.0293x198.484
ID:155 BoundingBox:(196.926,173.496) - 48.9111x158.312
ID:160 BoundingBox:(453.423,181.018) - 35.2882x134.65
ID:141 BoundingBox:(602.539,205.305) - 71.8198x225.349
ID:144 BoundingBox:(515.821,199.511) - 100.742x218.654
ID:151 BoundingBox:(395.4,195.329) - 67.2024x192.852
ID:155 BoundingBox:(196.691,168.495) - 50.5904x159.716
ID:160 BoundingBox:(451.571,183.283) - 37.7531x141.334
ID:141 BoundingBox:(604.914,203.616) - 70.9132x229.308
ID:144 BoundingBox:(516.663,200.236) - 100.039x223.12
ID:151 BoundingBox:(402.387,196.022) - 67.572x190.877
ID:155 BoundingBox:(200.153,170.987) - 49.6785x158.598
ID:160 BoundingBox:(449.355,184.951) - 38.6518x152.981
ID:141 BoundingBox:(607.681,201.685) - 68.3058x232.024
ID:144 BoundingBox:(519.855,202.857) - 104.805x223.431
ID:151 BoundingBox:(405.476,198.734) - 71.8469x190.059
ID:155 BoundingBox:(196.781,170.508) - 51.3206x157.754
ID:160 BoundingBox:(455.531,187.066) - 40.2239x165.659
ID:141 BoundingBox:(610.199,195.512) - 65.5461x240.436
ID:144 BoundingBox:(528.227,204.389) - 105.891x225.392
ID:151 BoundingBox:(409.079,196.627) - 68.5669x188.341
ID:155 BoundingBox:(199.352,169.644) - 50.4162x157.698
ID:160 BoundingBox:(470.553,190.925) - 44.9069x177.728
ID:141 BoundingBox:(608.821,191.603) - 62.9316x250.376
ID:144 BoundingBox:(533.763,204.946) - 105.408x218.55
ID:151 BoundingBox:(414.731,196.986) - 69.1391x187.717
ID:155 BoundingBox:(198.045,171.625) - 51.3508x160.577
ID:160 BoundingBox:(473.298,194.475) - 48.6861x191.996
ID:141 BoundingBox:(612.522,198.152) - 59.7718x251.049
ID:144 BoundingBox:(541.163,203.288) - 105.285x219.701
ID:151 BoundingBox:(418.016,196.757) - 69.7879x183.986
ID:155 BoundingBox:(196.712,173.709) - 49.0248x159.207
ID:160 BoundingBox:(473.387,191.773) - 48.93x195.405
ID:141 BoundingBox:(609.526,196.858) - 57.5245x248.447
ID:144 BoundingBox:(542.576,200.263) - 103.192x219.201
ID:151 BoundingBox:(421.988,194.828) - 72.4505x182.898
ID:155 BoundingBox:(196.019,175.033) - 46.4364x159.109
ID:160 BoundingBox:(468.334,189.548) - 53.6461x192.349
ID:141 BoundingBox:(610.165,187.72) - 55.7045x245.873
ID:144 BoundingBox:(546.663,198.83) - 98.7093x218.425
ID:151 BoundingBox:(434.283,193.175) - 81.1237x182.738
ID:155 BoundingBox:(196.08,174.41) - 45.9655x157.722
ID:141 BoundingBox:(611.317,182.087) - 53.9048x232.983
ID:144 BoundingBox:(551.999,197.334) - 98.6684x216.053
ID:151 BoundingBox:(437.383,188.279) - 84.8965x186.211
ID:155 BoundingBox:(196.19,177.672) - 45.8324x160.664
ID:160 BoundingBox:(474.162,188.623) - 52.1555x192.44
ID:141 BoundingBox:(613.483,177.752) - 49.7108x214.586
ID:144 BoundingBox:(558.488,198.786) - 98.3678x217.918
ID:151 BoundingBox:(441.042,193.826) - 83.7187x185.938
ID:155 BoundingBox:(195.325,173.814) - 45.028x156.728
ID:141 BoundingBox:(610.912,173.482) - 48.1608x199.565
ID:144 BoundingBox:(559.395,196.063) - 97.931x218.09
ID:151 BoundingBox:(446.232,191.279) - 88.7658x189.125
ID:155 BoundingBox:(197.675,179.072) - 45.8286x158.685
ID:141 BoundingBox:(611.388,162.544) - 52.159x159.292
ID:144 BoundingBox:(560.517,198.095) - 94.6634x215.063
ID:151 BoundingBox:(449.5,188.43) - 87.4392x192.256
ID:155 BoundingBox:(196.043,176.714) - 46.3906x158.173
ID:161 BoundingBox:(612.149,218.871) - 28.794x72.488
ID:141 BoundingBox:(610.697,157.582) - 47.9212x140.659
ID:144 BoundingBox:(561.334,193.35) - 91.1403x213.84
ID:151 BoundingBox:(451.197,192.254) - 87.6205x193.24
ID:155 BoundingBox:(199.134,168.312) - 46.4896x157.236
ID:161 BoundingBox:(611.626,215.333) - 28.1205x73.2939
ID:141 BoundingBox:(612.108,157.278) - 43.5468x125.812
ID:144 BoundingBox:(568.417,195.76) - 88.9647x214.378
ID:151 BoundingBox:(449.877,196.273) - 89.9264x193.378
ID:155 BoundingBox:(197.228,169.033) - 46.8269x156.457
ID:161 BoundingBox:(609.147,209.65) - 31.4528x82.322
ID:144 BoundingBox:(570.345,194.304) - 85.8914x211.43
ID:151 BoundingBox:(452.738,192.653) - 90.8557x193.52
ID:155 BoundingBox:(199.602,166.258) - 47.3793x157.622
ID:161 BoundingBox:(610.262,214.628) - 31.0657x77.6031
ID:144 BoundingBox:(577.821,195.649) - 82.4555x204.749
ID:151 BoundingBox:(451.963,192.143) - 90.8666x194.43
ID:155 BoundingBox:(195.988,167.467) - 47.9786x156.092
ID:161 BoundingBox:(609.357,215.69) - 29.6298x71.0584
ID:144 BoundingBox:(578.646,195.853) - 78.1977x202.966
ID:151 BoundingBox:(449.576,193.972) - 87.9143x194.526
ID:155 BoundingBox:(199.054,164.442) - 48.7323x156.802
ID:161 BoundingBox:(607.995,216.2) - 28.322x65.0438
ID:144 BoundingBox:(580.611,193.517) - 77.341x205.119
ID:151 BoundingBox:(454.006,194.518) - 83.7177x196.668
ID:155 BoundingBox:(198.275,163.721) - 50.7872x156.644
ID:161 BoundingBox:(605.105,205.151) - 34.8064x82.2573
ID:162 BoundingBox:(415.271,209.747) - 37.177x136.917
ID:144 BoundingBox:(583.939,190.844) - 76.5374x203.185
ID:151 BoundingBox:(460.695,196.045) - 84.2339x194.593
ID:155 BoundingBox:(199.539,162.478) - 50.0712x154.192
ID:162 BoundingBox:(422.003,192.198) - 48.0356x172.758
ID:144 BoundingBox:(586.725,193.792) - 76.7694x203.975
ID:151 BoundingBox:(464.338,192.995) - 81.5382x191.644
ID:155 BoundingBox:(196.886,162.859) - 50.7881x157.97
ID:162 BoundingBox:(429.16,180.271) - 54.3906x193.504
ID:144 BoundingBox:(588.615,195.173) - 76.6805x204.899
ID:151 BoundingBox:(446.998,191.543) - 88.611x186.083
ID:155 BoundingBox:(195.356,163.629) - 52.1682x159.563
ID:161 BoundingBox:(618.857,211.857) - 32.9487x77.6032
ID:144 BoundingBox:(591.317,194.718) - 77.3758x203.117
ID:151 BoundingBox:(464.274,191.191) - 79.7986x186.683
ID:155 BoundingBox:(195.025,169.619) - 51.5439x160.644
ID:161 BoundingBox:(616.473,215.259) - 31.2316x77.6691
ID:162 BoundingBox:(429.206,184.035) - 61.8116x207.488
ID:144 BoundingBox:(593.78,189.324) - 76.6201x203.365
ID:151 BoundingBox:(473.54,188.379) - 75.934x185.928
ID:155 BoundingBox:(195.462,169.952) - 50.4118x159.913
ID:162 BoundingBox:(423.333,181.684) - 58.2202x201.065
ID:144 BoundingBox:(594.534,192.23) - 79.3257x202.814
ID:151 BoundingBox:(476.866,187.854) - 69.3025x184.523
ID:155 BoundingBox:(198.047,170.35) - 49.8064x163.137
ID:162 BoundingBox:(417.713,185.042) - 62.4859x201.207
ID:144 BoundingBox:(597.356,194.5) - 79.5405x199.151
ID:151 BoundingBox:(479.37,191.329) - 64.5378x185.437
ID:155 BoundingBox:(193.677,175.393) - 49.1626x164.009
ID:162 BoundingBox:(412.666,185.611) - 62.5142x199.167
ID:144 BoundingBox:(599.73,195.396) - 79.464x201.794
ID:151 BoundingBox:(481.636,189.938) - 62.4206x184.942
ID:155 BoundingBox:(192.398,172.169) - 48.3404x162.841
ID:162 BoundingBox:(414.606,178.63) - 59.9432x199.063
ID:144 BoundingBox:(601.314,193.786) - 78.7772x205.225
ID:151 BoundingBox:(483.43,190.502) - 59.7763x185.844
ID:155 BoundingBox:(196.259,171.513) - 48.0903x163.931
ID:162 BoundingBox:(415.081,186.212) - 59.9748x193.941
ID:144 BoundingBox:(600.248,191.778) - 79.1797x208.465
ID:151 BoundingBox:(487.948,188.582) - 60.3084x184.231
ID:155 BoundingBox:(198.989,169.029) - 46.8568x163.681
ID:162 BoundingBox:(414.311,183.003) - 58.5795x192.495
ID:144 BoundingBox:(602.81,189.589) - 77.3486x212.278
ID:151 BoundingBox:(495.158,187.72) - 62.7129x183.187
ID:155 BoundingBox:(198.434,168.81) - 47.9793x163.854
ID:162 BoundingBox:(411.236,184.63) - 59.1828x189.298
ID:144 BoundingBox:(601.376,189.882) - 77.9184x212.347
ID:151 BoundingBox:(496.887,186.988) - 62.7312x181.469
ID:155 BoundingBox:(199.32,169.016) - 49.2909x161.863
ID:162 BoundingBox:(410.134,186.357) - 59.8039x186.588
ID:144 BoundingBox:(600.333,189.629) - 78.6928x212.584
ID:151 BoundingBox:(497.937,191.805) - 61.8594x180.84
ID:155 BoundingBox:(198.736,164.084) - 51.056x165.182
ID:162 BoundingBox:(407.794,183.598) - 62.5601x182.665
ID:144 BoundingBox:(601.856,195.904) - 77.6259x207.411
ID:151 BoundingBox:(499.459,187.667) - 61.4302x178.95
ID:155 BoundingBox:(204.507,166.59) - 50.3984x166.956
ID:162 BoundingBox:(405.603,184.636) - 64.3894x183.872
ID:144 BoundingBox:(601.803,198.135) - 75.6956x203.902
ID:151 BoundingBox:(503.507,186.711) - 66.9976x176.496
ID:155 BoundingBox:(203.993,165.704) - 51.8394x165.623
ID:162 BoundingBox:(403.991,186.463) - 63.8273x180.773
ID:163 BoundingBox:(579.271,165.059) - 36.136x129.184
ID:144 BoundingBox:(599.257,191.81) - 77.6096x202.111
ID:151 BoundingBox:(503.579,189.261) - 67.268x174.46
ID:155 BoundingBox:(202.205,166.077) - 51.394x164.653
ID:162 BoundingBox:(402.428,189.474) - 63.5818x178.388
ID:163 BoundingBox:(571.97,161.406) - 32.8791x119.972
ID:144 BoundingBox:(603.201,197.162) - 73.15x199.963
ID:151 BoundingBox:(510.8,183.908) - 66.8883x174.539
ID:155 BoundingBox:(203.515,170.016) - 51.6696x165.813
ID:162 BoundingBox:(400.119,188.502) - 60.1988x174.617
ID:163 BoundingBox:(572.39,161.828) - 35.3648x121.952
ID:144 BoundingBox:(604.447,196.988) - 70.0909x197.182
ID:151 BoundingBox:(516.012,183.246) - 65.7926x175.74
ID:155 BoundingBox:(205.948,168.171) - 51.94x166.289
ID:162 BoundingBox:(399.621,188.758) - 60.2795x172.398
ID:163 BoundingBox:(571.354,157.912) - 36.4953x120.391
ID:144 BoundingBox:(606.858,193.874) - 66.3368x196.501
ID:151 BoundingBox:(514.579,180.292) - 67.0466x175.243
ID:155 BoundingBox:(206.108,171.139) - 57.1893x167.935
ID:162 BoundingBox:(397.337,187.697) - 59.5657x169.19
ID:163 BoundingBox:(568.455,148.808) - 32.8737x100.102
ID:164 BoundingBox:(584.037,189.522) - 30.545x158.113
ID:144 BoundingBox:(605.115,196.045) - 63.3588x191.848
ID:151 BoundingBox:(519.522,182.652) - 66.9086x175.903
ID:155 BoundingBox:(204.512,171.945) - 58.6093x167.561
ID:162 BoundingBox:(397.994,187.832) - 61.0107x166.02
ID:163 BoundingBox:(564.818,144.707) - 29.3782x87.3083
ID:164 BoundingBox:(618.518,160.866) - 32.8354x143.193
ID:144 BoundingBox:(591.486,202.085) - 61.8568x178.185
ID:151 BoundingBox:(522.301,188.83) - 66.0839x173.265
ID:155 BoundingBox:(205.464,172.946) - 59.0752x166.753
ID:162 BoundingBox:(391.933,179.755) - 63.8447x163.181
ID:163 BoundingBox:(567.108,136.949) - 26.8405x68.2006
ID:164 BoundingBox:(622.49,183.794) - 40.8912x189.53
ID:165 BoundingBox:(418.771,179.492) - 39.993x127.696
ID:144 BoundingBox:(586.943,200.437) - 59.7217x174.781
ID:151 BoundingBox:(524.628,191.678) - 64.7077x170.722
ID:155 BoundingBox:(206.309,171.566) - 59.2358x165.823
ID:162 BoundingBox:(388.676,182.083) - 60.865x162.011
ID:164 BoundingBox:(626.638,181.814) - 37.2965x182.451
ID:165 BoundingBox:(417.352,177.42) - 44.2617x137.63
