ID:896 BoundingBox:(764.965,180.123) - 32.441x55.121
ID:903 BoundingBox:(1198.88,231.436) - 60.0051x159.872
ID:903 BoundingBox:(1202.42,238.587) - 69.348x184.466
ID:905 BoundingBox:(814.451,197.011) - 45.182x66.71
ID:906 BoundingBox:(379.946,194.865) - 42.541x52.843
ID:906 BoundingBox:(387.27,191.173) - 39.5138x56.4624
ID:906 BoundingBox:(373.155,201.28) - 40.4565x64.2523
ID:906 BoundingBox:(360.126,202.461) - 41.5227x63.5514
ID:906 BoundingBox:(348.027,201.123) - 41.3802x62.1151
ID:906 BoundingBox:(329.016,205.942) - 38.1088x61.1999
ID:906 BoundingBox:(316.811,210.038) - 36.8919x60.8303
ID:907 BoundingBox:(207.012,202.615) - 34.041x83.297
ID:908 BoundingBox:(620.046,158.892) - 35.131x55.837
ID:906 BoundingBox:(302.713,218.407) - 36.2057x61.1121
ID:907 BoundingBox:(184.727,193.988) - 39.001x88.4221
ID:908 BoundingBox:(613.736,158.841) - 36.7857x51.0829
ID:906 BoundingBox:(286.206,217.239) - 38.2574x67.6827
ID:907 BoundingBox:(159.867,200.388) - 37.6432x86.7892
ID:906 BoundingBox:(259.737,224.72) - 38.4963x71.729
ID:907 BoundingBox:(141.899,198.885) - 38.1443x89.1586
ID:908 BoundingBox:(616.908,165.231) - 37.7818x49.6827
ID:906 BoundingBox:(236.314,227.729) - 38.007x73.7297
ID:907 BoundingBox:(121.03,202.35) - 38.4989x87.5774
ID:908 BoundingBox:(617.611,165.147) - 38.0834x47.1359
ID:906 BoundingBox:(215.387,229.328) - 40.5358x79.2832
ID:907 BoundingBox:(97.7134,198.93) - 40.9698x97.8136
ID:906 BoundingBox:(190.885,230.447) - 44.0205x86.9049
ID:907 BoundingBox:(69.7098,205.21) - 42.309x99.3329
ID:908 BoundingBox:(614.053,160.11) - 40.5973x47.4087
ID:906 BoundingBox:(160.374,237.325) - 44.8345x89.9843
ID:907 BoundingBox:(37.5377,205.157) - 41.0659x95.3191
ID:908 BoundingBox:(611.03,156.843) - 41.7749x45.7177
ID:906 BoundingBox:(128.396,239.488) - 51.1328x102.408
ID:908 BoundingBox:(610.069,167.978) - 47.1022x50.9016
ID:909 BoundingBox:(1224.37,258.329) - 29.47x129.929
ID:906 BoundingBox:(88.3544,250.288) - 53.2986x109.117
ID:908 BoundingBox:(609.291,165.847) - 48.1647x55.8513
ID:906 BoundingBox:(46.0789,256.737) - 56.0187x120.607
ID:908 BoundingBox:(611.208,167.89) - 49.513x54.5781
ID:910 BoundingBox:(371.681,208.278) - 34.882x66.639
ID:908 BoundingBox:(612.112,166.05) - 49.8026x59.9751
ID:910 BoundingBox:(359.555,201.517) - 38.6336x75.4721
ID:911 BoundingBox:(235.263,210.202) - 49.934x41.603
ID:908 BoundingBox:(608.883,165.498) - 49.4386x58.2314
ID:910 BoundingBox:(353.009,194.026) - 38.2895x76.7942
ID:911 BoundingBox:(223.724,217.774) - 49.2296x46.3172
ID:912 BoundingBox:(1225.25,236.851) - 28.71x133.781
ID:910 BoundingBox:(342.097,193.932) - 38.8417x80.4704
ID:908 BoundingBox:(605.793,163.929) - 50.3876x58.2495
ID:910 BoundingBox:(340.893,194.777) - 41.3458x80.5772
ID:913 BoundingBox:(773.855,178.09) - 39.136x79.771
ID:908 BoundingBox:(600.655,165.478) - 53.4092x63.5137
ID:910 BoundingBox:(329.267,205.181) - 43.7017x90.6889
ID:908 BoundingBox:(603.046,161.029) - 51.0249x63.3945
ID:910 BoundingBox:(311.594,207.888) - 42.9801x90.2731
ID:908 BoundingBox:(596.035,163.601) - 49.1481x61.217
ID:910 BoundingBox:(287.245,213.204) - 45.3325x90.7717
ID:913 BoundingBox:(745.336,180.986) - 32.4648x73.3074
ID:908 BoundingBox:(597.28,164.682) - 48.2204x59.0392
ID:910 BoundingBox:(263.799,215.035) - 48.4733x93.3571
ID:913 BoundingBox:(741.807,184.917) - 29.3311x66.3706
ID:914 BoundingBox:(796.621,192.38) - 28.163x74.82
ID:915 BoundingBox:(472.835,175.452) - 29.578x71.676
ID:916 BoundingBox:(454.491,172.885) - 30.743x79.501
ID:908 BoundingBox:(593.033,163.176) - 45.9029x60.9312
ID:910 BoundingBox:(240.87,220.436) - 54.3059x103.912
ID:913 BoundingBox:(741.343,187.239) - 30.1314x67.172
ID:914 BoundingBox:(796.334,199.383) - 32.964x80.1202
ID:916 BoundingBox:(454.489,168.654) - 32.6924x79.8332
ID:908 BoundingBox:(589.192,167.638) - 47.0784x63.123
ID:910 BoundingBox:(213.685,219.48) - 55.035x107.182
ID:913 BoundingBox:(743.432,191.093) - 31.2047x67.5251
ID:914 BoundingBox:(804.255,199.097) - 36.7029x91.3669
ID:916 BoundingBox:(460.495,164.8) - 37.5079x89.6553
ID:917 BoundingBox:(884.224,196.885) - 29.411x78.467
ID:908 BoundingBox:(587.774,168.126) - 47.4163x67.0153
ID:910 BoundingBox:(187.239,221.743) - 59.5506x120.755
ID:913 BoundingBox:(754.683,191.397) - 32.1361x65.7057
ID:914 BoundingBox:(799.979,202.861) - 36.6631x87.4571
ID:916 BoundingBox:(449.958,166.043) - 37.0667x87.6077
ID:917 BoundingBox:(821.404,199.276) - 33.9943x83.5881
ID:908 BoundingBox:(588.501,162.957) - 46.2771x66.8619
ID:910 BoundingBox:(154.422,227.984) - 60.0584x128.114
ID:914 BoundingBox:(812.651,204.133) - 37.3671x90.3969
ID:916 BoundingBox:(446.788,168.38) - 38.1068x90.1729
ID:908 BoundingBox:(581.037,165.527) - 44.8097x65.7042
ID:910 BoundingBox:(112.056,224.48) - 65.4312x136.132
ID:914 BoundingBox:(813.75,205.812) - 39.4196x96.0109
ID:916 BoundingBox:(439.606,169.56) - 39.7878x91.4302
ID:908 BoundingBox:(577.697,162.19) - 43.474x64.2097
ID:910 BoundingBox:(72.4158,223.044) - 65.1621x141.83
ID:914 BoundingBox:(826.25,206.776) - 40.9933x100.431
ID:908 BoundingBox:(577.287,158.973) - 47.3766x66.4482
ID:910 BoundingBox:(39.2862,233.341) - 62.4452x152.638
ID:918 BoundingBox:(763.311,183.341) - 28.188x72.521
ID:919 BoundingBox:(341.523,196.547) - 39.927x84.054
ID:920 BoundingBox:(921.75,191.925) - 32.35x92.626
ID:908 BoundingBox:(572.312,165.032) - 47.5848x66.8783
ID:914 BoundingBox:(851.292,202.142) - 41.6542x93.6213
ID:916 BoundingBox:(402.71,188.848) - 34.8513x80.4541
ID:919 BoundingBox:(326.262,199.012) - 39.548x86.2094
ID:920 BoundingBox:(932.584,202.498) - 29.5653x81.9866
ID:921 BoundingBox:(1132.39,193.993) - 53.34x96.434
ID:922 BoundingBox:(1033.51,250.157) - 51.94x82.471
ID:914 BoundingBox:(868.926,206.438) - 48.2789x110.383
ID:916 BoundingBox:(388.458,194.94) - 35.0386x78.3264
ID:918 BoundingBox:(775.999,193.483) - 31.7538x80.6395
ID:919 BoundingBox:(302.034,198.555) - 40.7621x76.1963
ID:920 BoundingBox:(937.336,198.4) - 41.9685x94.3878
ID:921 BoundingBox:(1165.01,207.04) - 64.7695x102.278
ID:922 BoundingBox:(1069.25,253.828) - 58.2883x94.5004
ID:923 BoundingBox:(756.667,199.484) - 35.667x59.576
ID:914 BoundingBox:(882.759,212.962) - 46.5587x109.261
ID:918 BoundingBox:(796.425,204.552) - 35.0895x82.2928
ID:919 BoundingBox:(298.412,200.469) - 34.6925x70.7398
ID:920 BoundingBox:(960.43,205.207) - 39.6071x91.048
ID:921 BoundingBox:(1198.85,231.738) - 79.0754x138.528
ID:923 BoundingBox:(757.636,208.922) - 37.3951x64.6996
ID:924 BoundingBox:(773.685,197.439) - 27.92x68.264
ID:914 BoundingBox:(906.717,216.991) - 54.9824x128.433
ID:916 BoundingBox:(368.471,199.543) - 32.3976x69.2745
ID:919 BoundingBox:(283.7,202.763) - 37.3258x80.5862
ID:920 BoundingBox:(972.08,199.994) - 42.083x98.1661
ID:921 BoundingBox:(1223.48,237.179) - 62.3159x134.009
ID:922 BoundingBox:(1184.98,246.75) - 81.2774x121.261
ID:923 BoundingBox:(771.324,205.986) - 48.486x82.6141
ID:925 BoundingBox:(993.198,202.853) - 38.963x105.111
ID:914 BoundingBox:(928.059,223.245) - 67.9345x138.252
ID:916 BoundingBox:(359.189,205.387) - 35.3708x72.5335
ID:918 BoundingBox:(797.136,205.815) - 39.0388x88.4208
ID:920 BoundingBox:(991.896,203.533) - 46.4163x111.46
ID:922 BoundingBox:(1213.18,266.365) - 76.4916x115.882
ID:923 BoundingBox:(772.274,201.253) - 48.0404x86.1939
ID:914 BoundingBox:(960.14,225.852) - 68.6949x143.674
ID:916 BoundingBox:(343.106,207.86) - 33.7949x71.563
ID:919 BoundingBox:(262.118,213.191) - 38.156x88.4138
ID:920 BoundingBox:(1015,207.843) - 49.7019x117.965
ID:923 BoundingBox:(780.364,198.558) - 44.0823x85.3456
ID:914 BoundingBox:(989.894,228.275) - 74.2377x155.099
ID:916 BoundingBox:(326.796,211.368) - 32.1218x69.8187
ID:919 BoundingBox:(245.493,213.491) - 39.4074x95.6315
ID:920 BoundingBox:(1041.09,219.376) - 54.6462x125.245
ID:923 BoundingBox:(783.816,204.782) - 39.6689x81.7329
ID:926 BoundingBox:(881.479,221.558) - 29.294x72.247
ID:914 BoundingBox:(1025.19,233.805) - 85.5584x166.242
ID:918 BoundingBox:(898.997,217.072) - 45.7237x101.43
ID:919 BoundingBox:(228.041,214.306) - 39.6639x93.0273
ID:920 BoundingBox:(1074.26,224.721) - 56.9388x135.929
ID:923 BoundingBox:(796.074,205.447) - 36.5227x78.2614
ID:926 BoundingBox:(889.267,218.319) - 33.3848x80.5024
ID:914 BoundingBox:(1074.94,244.266) - 92.5085x177.725
ID:918 BoundingBox:(914.107,218.709) - 39.6718x96.0131
ID:919 BoundingBox:(207.113,212.153) - 40.297x91.8293
ID:923 BoundingBox:(807.532,204.738) - 44.8518x89.2855
ID:926 BoundingBox:(865.704,214.198) - 32.9308x82.8088
ID:914 BoundingBox:(1120.2,257.732) - 104.986x185.025
ID:916 BoundingBox:(280.082,218.871) - 35.427x77.7802
ID:918 BoundingBox:(926.074,221.514) - 39.3333x97.2938
ID:919 BoundingBox:(189.432,212.956) - 40.1636x90.9503
ID:923 BoundingBox:(810.964,210.724) - 44.7728x94.976
ID:914 BoundingBox:(1177.74,261.036) - 103.525x198.364
ID:916 BoundingBox:(260.392,222.08) - 41.457x88.5289
ID:918 BoundingBox:(903.246,223.841) - 37.5475x95.41
ID:919 BoundingBox:(168.267,214.778) - 45.0816x95.684
ID:920 BoundingBox:(1137.86,249.804) - 60.4007x168.328
ID:923 BoundingBox:(822.793,217.311) - 46.7042x99.9777
ID:926 BoundingBox:(847.91,207.599) - 33.2056x94.6174
ID:916 BoundingBox:(235.156,227.247) - 44.8353x96.3369
ID:918 BoundingBox:(903.922,225.917) - 38.7273x96.3697
ID:919 BoundingBox:(149.196,222.519) - 43.464x97.843
ID:920 BoundingBox:(1180.02,248.812) - 65.5207x168.863
ID:923 BoundingBox:(837.33,228.273) - 47.3361x106.076
ID:926 BoundingBox:(817.103,216.254) - 32.5392x88.7191
ID:927 BoundingBox:(468.702,188.988) - 36.979x57.631
ID:914 BoundingBox:(1228.69,253.42) - 79.4279x196.602
ID:916 BoundingBox:(204.324,230.334) - 43.4705x96.1693
ID:918 BoundingBox:(881.513,231.411) - 42.3374x109.289
ID:919 BoundingBox:(126.014,225.126) - 44.887x98.2615
ID:923 BoundingBox:(838.883,229.909) - 42.8491x102.531
ID:926 BoundingBox:(805.877,217.229) - 30.8049x73.5446
ID:927 BoundingBox:(453.314,191.561) - 37.5375x61.331
ID:916 BoundingBox:(175.469,230.215) - 43.7018x100.309
ID:918 BoundingBox:(884.435,244) - 45.1755x121.669
ID:919 BoundingBox:(97.9469,231.076) - 50.7617x107.547
ID:923 BoundingBox:(851.361,231.528) - 38.9338x101.424
ID:926 BoundingBox:(820.336,232.259) - 30.3226x75.9108
ID:928 BoundingBox:(948.787,240.072) - 44.73x105.319
ID:929 BoundingBox:(926.799,237.953) - 46.704x137.276
ID:916 BoundingBox:(141.92,236.315) - 45.7191x111.087
ID:918 BoundingBox:(897.571,246.705) - 47.7925x138.772
ID:919 BoundingBox:(69.6129,238.111) - 50.238x108.69
ID:923 BoundingBox:(854.057,236.534) - 39.3369x104.608
ID:927 BoundingBox:(437.293,187.9) - 32.6344x56.1858
ID:916 BoundingBox:(96.2885,235.098) - 48.4657x120.639
ID:919 BoundingBox:(45.6025,236.18) - 53.9506x117.421
ID:923 BoundingBox:(864.387,237.066) - 39.5104x104.331
ID:926 BoundingBox:(802.819,193.401) - 32.1796x57.0475
ID:927 BoundingBox:(427.537,190.455) - 30.902x52.9956
ID:929 BoundingBox:(932.997,250.711) - 65.5512x201.145
ID:919 BoundingBox:(40.7073,246.208) - 56.4912x129.05
ID:923 BoundingBox:(878.846,252.284) - 40.0175x102.643
ID:927 BoundingBox:(408.933,191.137) - 30.6184x54.0058
ID:929 BoundingBox:(960.291,250.559) - 76.2846x229.28
ID:930 BoundingBox:(425.388,192.77) - 32.839x76.511
ID:931 BoundingBox:(182.325,214.431) - 45.927x67.209
ID:918 BoundingBox:(927.67,247.327) - 42.8956x135.081
ID:923 BoundingBox:(898.995,257.023) - 39.5849x103.801
ID:926 BoundingBox:(802.752,182.649) - 31.6257x47.8703
ID:929 BoundingBox:(997.023,253.277) - 86.0953x238.365
ID:930 BoundingBox:(404.841,198.371) - 33.0587x74.564
ID:931 BoundingBox:(162.429,210.412) - 48.7117x72.6823
ID:918 BoundingBox:(972.475,256.692) - 46.5604x136.469
ID:923 BoundingBox:(921.658,267.642) - 42.4343x106.035
ID:929 BoundingBox:(1056.02,252.941) - 98.4369x249.575
ID:930 BoundingBox:(402.442,195.59) - 34.7728x75.3416
ID:931 BoundingBox:(143.638,213.316) - 46.9096x72.7162
ID:918 BoundingBox:(1005.07,267.847) - 48.3647x140.163
ID:923 BoundingBox:(954.373,270.34) - 49.8579x129.037
ID:926 BoundingBox:(813.992,193.468) - 29.2023x46.9201
ID:929 BoundingBox:(1118.84,251.899) - 124.415x262.748
ID:930 BoundingBox:(385.771,200.851) - 36.4845x77.3414
ID:931 BoundingBox:(117.85,217.5) - 48.5638x80.743
ID:918 BoundingBox:(1049.2,278.759) - 53.5027x145.036
ID:923 BoundingBox:(1000.39,286.816) - 60.3116x136.9
ID:926 BoundingBox:(818.564,193.452) - 29.6345x43.85
ID:929 BoundingBox:(1178.8,237.911) - 112.373x249.007
ID:930 BoundingBox:(363.49,208.403) - 37.4912x78.8209
ID:931 BoundingBox:(87.223,215.109) - 50.097x81.37
ID:932 BoundingBox:(1218.3,194.55) - 45.4x162.307
ID:918 BoundingBox:(1109.69,286.014) - 56.5677x144.574
ID:923 BoundingBox:(1057.03,285.891) - 64.6522x143.726
ID:929 BoundingBox:(1202.73,263.757) - 109.969x195.545
ID:930 BoundingBox:(340.41,215.782) - 39.4019x79.9523
ID:931 BoundingBox:(61.2017,216.452) - 52.3935x84.5007
ID:932 BoundingBox:(1220.9,235.258) - 37.3981x100.983
ID:918 BoundingBox:(1151.99,301.459) - 64.1942x131.566
ID:923 BoundingBox:(1097.81,266.355) - 60.93x136.143
ID:930 BoundingBox:(309.255,214.945) - 42.8074x83.5795
ID:932 BoundingBox:(1215.03,300.434) - 44.2476x107.057
ID:933 BoundingBox:(339.815,205.923) - 32.292x60.459
ID:923 BoundingBox:(1133.79,260.943) - 63.1918x128.42
ID:930 BoundingBox:(286.618,211.702) - 45.4712x89.3443
ID:933 BoundingBox:(313.278,210.107) - 31.9638x66.1109
ID:934 BoundingBox:(904.575,189.323) - 25.774x57.133
ID:923 BoundingBox:(1169.34,251.222) - 61.104x120.291
ID:930 BoundingBox:(255.792,220.222) - 54.5032x100.059
ID:933 BoundingBox:(298.502,222.317) - 38.7752x80.8335
ID:935 BoundingBox:(838.678,195.955) - 32.685x50.584
ID:923 BoundingBox:(1209.8,252.889) - 57.1417x117.607
ID:930 BoundingBox:(221.287,229.515) - 62.9866x110.376
ID:933 BoundingBox:(282.807,220.154) - 38.2157x86.6043
ID:934 BoundingBox:(920.166,189.821) - 27.9154x57.9551
ID:930 BoundingBox:(179.413,235.851) - 68.6645x124.606
ID:933 BoundingBox:(251.246,222.986) - 48.2568x96.2332
ID:934 BoundingBox:(926.457,194.391) - 28.8072x60.6978
ID:930 BoundingBox:(123.344,232.862) - 74.9554x141.29
ID:933 BoundingBox:(220.353,225.924) - 55.3947x104.072
ID:934 BoundingBox:(924.997,198.644) - 29.841x60.8898
ID:935 BoundingBox:(848.221,203.943) - 36.5498x57.8794
ID:936 BoundingBox:(1002.88,207.523) - 33.389x77.19
ID:937 BoundingBox:(934.619,186.412) - 23.457x57.577
ID:923 BoundingBox:(1205.51,254.127) - 60.9317x124.454
ID:930 BoundingBox:(60.2098,245.511) - 76.807x157.842
ID:933 BoundingBox:(171.789,228.828) - 60.5805x104.272
ID:934 BoundingBox:(937.965,194.794) - 32.2113x67.2263
ID:935 BoundingBox:(858.373,210.065) - 43.9188x57.8089
ID:933 BoundingBox:(129.724,233.901) - 65.2961x115.679
ID:934 BoundingBox:(946.042,192.995) - 33.1191x75.3573
ID:935 BoundingBox:(862.743,211.526) - 44.2546x58.3759
ID:936 BoundingBox:(1035.17,213.05) - 28.9366x70.6992
ID:933 BoundingBox:(76.4978,242.476) - 78.3859x119.309
ID:934 BoundingBox:(956.053,191.585) - 31.2953x78.5208
ID:935 BoundingBox:(867.501,206.606) - 45.3424x60.9504
ID:936 BoundingBox:(1048.26,213.573) - 29.4116x74.7981
ID:933 BoundingBox:(28.7155,254.011) - 68.9245x123.827
ID:934 BoundingBox:(962.58,201.565) - 32.7538x81.1436
ID:935 BoundingBox:(877.488,204.503) - 48.0105x58.6935
ID:936 BoundingBox:(1064.03,211.627) - 32.6702x82.5655
ID:934 BoundingBox:(973.974,198.661) - 32.7203x81.5232
ID:935 BoundingBox:(887.49,203.152) - 50.0227x63.1318
ID:936 BoundingBox:(1082.95,213.535) - 38.6154x93.054
ID:934 BoundingBox:(983.277,199.321) - 33.2369x82.585
ID:935 BoundingBox:(892.776,206.008) - 51.8807x62.2863
ID:936 BoundingBox:(1101.22,210.413) - 41.3376x101.094
ID:934 BoundingBox:(993.009,200.731) - 32.7458x76.4435
ID:935 BoundingBox:(901.682,205.235) - 49.3416x60.7305
ID:936 BoundingBox:(1124.73,212.573) - 43.409x109.58
ID:934 BoundingBox:(1003.45,203.834) - 35.9515x77.9443
ID:935 BoundingBox:(911.161,206.081) - 51.7037x63.8522
ID:936 BoundingBox:(1152.45,214.95) - 45.0876x116.367
ID:934 BoundingBox:(1016.36,207.076) - 37.4435x81.0946
ID:935 BoundingBox:(915.922,201.934) - 54.7968x66.515
ID:936 BoundingBox:(1178.09,208.995) - 52.4757x119.041
ID:938 BoundingBox:(244.117,194.216) - 35.379x73.049
ID:934 BoundingBox:(1033.18,205.655) - 38.0704x84.4684
ID:935 BoundingBox:(925.556,203.831) - 55.4502x68.4977
ID:936 BoundingBox:(1204.89,212.209) - 50.9864x114.897
ID:938 BoundingBox:(221.471,201.951) - 33.1194x69.2984
ID:934 BoundingBox:(1042.99,211.263) - 40.2605x87.573
ID:935 BoundingBox:(938.727,214.664) - 60.3936x69.0956
ID:938 BoundingBox:(204.8,199.94) - 33.2112x67.5372
ID:939 BoundingBox:(1063.29,207.256) - 34.96x88.574
ID:934 BoundingBox:(1058.35,216.14) - 42.9588x92.0948
ID:935 BoundingBox:(951.713,215.484) - 67.0249x71.6311
ID:938 BoundingBox:(189.805,197.181) - 37.1274x74.7719
ID:934 BoundingBox:(1077.03,218.373) - 43.9857x97.2095
ID:935 BoundingBox:(964.827,218.092) - 70.1863x74.8059
ID:938 BoundingBox:(172.822,191.704) - 40.1319x78.7075
ID:934 BoundingBox:(1095.41,203.925) - 44.3011x95.3217
ID:935 BoundingBox:(977.826,221.453) - 76.9647x76.6588
ID:938 BoundingBox:(158.105,194.109) - 40.3547x81.0638
ID:934 BoundingBox:(1118.1,202.57) - 44.6072x94.8519
ID:938 BoundingBox:(141.415,192.741) - 40.3331x77.5739
ID:934 BoundingBox:(1144.21,200.739) - 48.0173x97.4643
ID:938 BoundingBox:(117.474,193.797) - 43.6056x82.8357
ID:934 BoundingBox:(1167.12,208.445) - 54.2205x103.248
ID:938 BoundingBox:(94.8811,195.804) - 46.923x89.0019
ID:940 BoundingBox:(477.983,196.391) - 27.457x56.716
ID:934 BoundingBox:(1190.77,208.904) - 54.0068x101.647
ID:938 BoundingBox:(67.442,194.604) - 49.2396x91.081
ID:940 BoundingBox:(469.077,199.016) - 29.6383x64.332
ID:934 BoundingBox:(1214.79,206.033) - 51.6442x102.928
ID:938 BoundingBox:(39.6848,200.292) - 49.945x94.048
ID:940 BoundingBox:(465.899,205.698) - 30.8179x66.252
ID:941 BoundingBox:(1043.99,236.219) - 56.65x97.918
ID:942 BoundingBox:(1113.18,244.792) - 74.65x129.436
ID:943 BoundingBox:(65.123,209.659) - 43.618x92.934
ID:938 BoundingBox:(26.154,203.772) - 47.587x92.5313
ID:940 BoundingBox:(456.193,209.743) - 30.6531x70.5516
ID:941 BoundingBox:(1075.1,235.385) - 51.9249x90.1731
ID:944 BoundingBox:(706.403,184.368) - 26.658x80.629
ID:934 BoundingBox:(1225.7,242.974) - 46.809x112.436
ID:940 BoundingBox:(450.765,209.172) - 36.7193x77.2046
ID:941 BoundingBox:(1095.22,222.682) - 47.6089x75.9875
ID:942 BoundingBox:(1174.18,254.196) - 69.3885x124.822
ID:934 BoundingBox:(1225.02,245.705) - 47.3514x114.293
ID:940 BoundingBox:(446.441,217.271) - 38.804x84.8632
ID:934 BoundingBox:(1227.08,261.521) - 45.4191x112.425
ID:940 BoundingBox:(431.538,220.618) - 38.9714x85.0376
ID:940 BoundingBox:(425.012,218.707) - 40.3127x82.9499
ID:940 BoundingBox:(411.267,222.771) - 40.7555x87.6219
ID:940 BoundingBox:(400.43,228.437) - 42.2911x93.2309
ID:945 BoundingBox:(194.286,65.5573) - 67.781x75.8654
ID:940 BoundingBox:(388.519,228.002) - 42.3436x93.0143
ID:940 BoundingBox:(366.3,230.257) - 48.0232x100.218
ID:940 BoundingBox:(352.804,234.722) - 46.6162x101.134
ID:945 BoundingBox:(101.916,57.8778) - 68.6294x84.7541
ID:940 BoundingBox:(333.658,236.598) - 46.4932x103.792
ID:945 BoundingBox:(69.1754,65.7363) - 64.553x79.2793
ID:940 BoundingBox:(315.249,243.185) - 48.4149x111.281
ID:940 BoundingBox:(290.42,245.24) - 51.1022x124.962
ID:940 BoundingBox:(261.581,255.967) - 55.8867x135.141
ID:940 BoundingBox:(228.302,262.288) - 65.8951x154.449
ID:946 BoundingBox:(26.5457,293.971) - 48.7959x139.417
ID:940 BoundingBox:(183.83,272.72) - 76.136x164.42
ID:940 BoundingBox:(136.872,278.712) - 85.0038x176.701
ID:940 BoundingBox:(75.944,281.185) - 90.0031x183.721
ID:940 BoundingBox:(30.8862,289.21) - 77.8069x173.273
ID:947 BoundingBox:(383.543,203.619) - 53.337x76.079
ID:947 BoundingBox:(377.031,203.908) - 51.4956x76.3237
ID:948 BoundingBox:(684.938,210.625) - 30.581x104.942
ID:948 BoundingBox:(683.301,213.747) - 32.2413x107.597
ID:949 BoundingBox:(95.045,213.799) - 80.0921x133.732
ID:947 BoundingBox:(320.454,212.317) - 58.6055x91.0959
ID:948 BoundingBox:(683.589,203.967) - 34.5743x106.758
ID:949 BoundingBox:(71.9045,218.731) - 86.8549x134.432
ID:947 BoundingBox:(304.85,215.211) - 58.2616x94.7408
ID:948 BoundingBox:(685.233,202.961) - 36.7505x106.032
ID:948 BoundingBox:(687.774,204.854) - 35.6597x102.756
ID:948 BoundingBox:(698.776,201.957) - 35.6868x102.617
ID:947 BoundingBox:(263.581,218.526) - 57.716x102.084
ID:948 BoundingBox:(699.166,196.773) - 37.4472x108.162
ID:947 BoundingBox:(249.788,223.355) - 54.7317x103.631
ID:948 BoundingBox:(703.307,198.224) - 40.7906x117.148
ID:947 BoundingBox:(238.248,222.937) - 54.9081x106.324
ID:948 BoundingBox:(714.343,201.512) - 40.4933x109.652
ID:948 BoundingBox:(713.012,201.28) - 39.3691x109.86
ID:948 BoundingBox:(730.976,204.765) - 39.8631x104.946
