ID:115 BoundingBox:(461.953,313.695) - 81.5119x173.439
ID:131 BoundingBox:(324.172,276.745) - 51.2862x143.925
ID:133 BoundingBox:(265.788,308.112) - 121.161x289.331
ID:137 BoundingBox:(194.709,287.543) - 54.7946x227.487
ID:115 BoundingBox:(597.183,291.217) - 98.3482x273.194
ID:131 BoundingBox:(332.353,281.25) - 51.6858x142.949
ID:133 BoundingBox:(274.752,299.733) - 122.119x287.2
ID:137 BoundingBox:(193.47,281.531) - 59.4087x226.808
ID:138 BoundingBox:(273.673,248.561) - 66.7518x135.674
ID:139 BoundingBox:(16.0137,236.461) - 31.4182x114.456
ID:115 BoundingBox:(603.63,290.332) - 91.0044x275.398
ID:131 BoundingBox:(338.631,280.014) - 54.0138x145.4
ID:133 BoundingBox:(285.363,308.453) - 132.843x284.413
ID:137 BoundingBox:(186.842,282.454) - 64.3989x230.168
ID:139 BoundingBox:(16.9124,249.142) - 32.7897x118.405
ID:115 BoundingBox:(609.257,287.8) - 82.9124x270.71
ID:131 BoundingBox:(342.018,281.077) - 53.6027x144.469
ID:133 BoundingBox:(295.267,308.933) - 137.283x286.094
ID:137 BoundingBox:(176.739,283.164) - 61.562x225.406
ID:138 BoundingBox:(296.603,253.018) - 69.6434x158.895
ID:139 BoundingBox:(20.6613,266.643) - 41.8944x159.73
ID:140 BoundingBox:(244.666,280.134) - 50.953x185.493
ID:141 BoundingBox:(249.945,229.684) - 35.075x77.37
ID:115 BoundingBox:(613.406,272.255) - 74.3932x255.087
ID:131 BoundingBox:(347.694,279.673) - 54.7425x144.986
ID:133 BoundingBox:(302.966,312.703) - 136.92x286.045
ID:137 BoundingBox:(168.662,278.646) - 73.326x232.826
ID:139 BoundingBox:(22.0084,294.003) - 48.0063x203.406
ID:140 BoundingBox:(262.058,275.883) - 52.7043x181.659
ID:141 BoundingBox:(254.069,225.719) - 32.3828x67.4275
ID:115 BoundingBox:(616.673,255.05) - 66.4207x236.418
ID:133 BoundingBox:(310.032,315.911) - 131.496x285.384
ID:137 BoundingBox:(166.17,282.209) - 76.0874x231.884
ID:139 BoundingBox:(22.3342,304.747) - 49.9327x231.504
ID:140 BoundingBox:(264.046,271.608) - 53.0126x174.732
ID:115 BoundingBox:(619.994,242.132) - 60.6819x214.158
ID:133 BoundingBox:(321.987,312.718) - 121.595x289.278
ID:137 BoundingBox:(162.887,283.691) - 82.4452x237.945
ID:139 BoundingBox:(25.0029,304.972) - 52.3626x254.527
ID:140 BoundingBox:(268.974,239.375) - 46.1978x129.454
ID:131 BoundingBox:(358.875,267.679) - 50.6662x147.456
ID:133 BoundingBox:(332.906,309.609) - 107.809x289.342
ID:137 BoundingBox:(157.688,282.94) - 88.8703x242.763
ID:139 BoundingBox:(28.4677,308.856) - 55.8307x270.124
ID:140 BoundingBox:(267.95,225.449) - 38.9954x101.093
ID:141 BoundingBox:(260.454,302.179) - 84.5252x123.176
ID:133 BoundingBox:(341.044,305.225) - 105.169x290.933
ID:137 BoundingBox:(149.482,277.231) - 95.8244x243.911
ID:139 BoundingBox:(32.6095,302.723) - 59.8034x281.373
ID:140 BoundingBox:(269.177,225.729) - 34.8843x85.1622
ID:141 BoundingBox:(267.855,291.38) - 77.5986x133.701
ID:133 BoundingBox:(349.712,305.119) - 105.432x291.13
ID:137 BoundingBox:(145.116,280.775) - 94.387x239.606
ID:139 BoundingBox:(35.5262,304.075) - 63.0283x286.13
ID:140 BoundingBox:(271.497,228.444) - 31.6461x78.1527
ID:141 BoundingBox:(272.937,300.887) - 81.3814x136.204
ID:142 BoundingBox:(298.651,242.714) - 31.465x90.84
ID:133 BoundingBox:(354.724,302.101) - 106.018x290.126
ID:137 BoundingBox:(138.009,284.291) - 98.4651x234.464
ID:139 BoundingBox:(41.9549,299.175) - 71.5925x286.202
ID:140 BoundingBox:(276.997,228.075) - 28.3487x67.8554
ID:141 BoundingBox:(278.467,295.528) - 86.8285x151.787
ID:142 BoundingBox:(295.726,244.631) - 32.7728x94.1278
ID:133 BoundingBox:(360.298,307.38) - 110.052x291.153
ID:137 BoundingBox:(124.007,286.573) - 93.8347x233.562
ID:139 BoundingBox:(45.2347,301.66) - 75.15x286.829
ID:140 BoundingBox:(278.447,229.725) - 24.992x60.943
ID:141 BoundingBox:(277.773,300.23) - 89.3671x151.586
ID:142 BoundingBox:(298.471,246.527) - 32.663x94.2002
ID:133 BoundingBox:(370.524,305.558) - 122.449x306.096
ID:137 BoundingBox:(112.19,288.507) - 85.0639x233.068
ID:139 BoundingBox:(49.9657,302.893) - 80.5335x279.618
ID:140 BoundingBox:(281.751,233.595) - 25.0636x59.3839
ID:141 BoundingBox:(284.482,288.628) - 84.1496x159.434
ID:142 BoundingBox:(303.554,236.139) - 30.3516x82.0737
ID:133 BoundingBox:(376.306,305.552) - 129.453x305.765
ID:137 BoundingBox:(107.353,295.091) - 88.261x234.272
ID:139 BoundingBox:(56.5321,303.938) - 89.1817x281.159
ID:141 BoundingBox:(288.634,285.397) - 79.8251x163.294
ID:133 BoundingBox:(388.861,307.855) - 130.361x305.206
ID:137 BoundingBox:(86.5092,299.18) - 101.456x236.745
ID:141 BoundingBox:(296.908,280.486) - 85.2224x163.956
ID:133 BoundingBox:(394.347,312.476) - 131.027x302.045
ID:137 BoundingBox:(78.1386,302.445) - 105.984x243.881
ID:141 BoundingBox:(300.707,279.242) - 78.396x160.067
ID:143 BoundingBox:(195.47,225.008) - 28.409x45.086
ID:133 BoundingBox:(406.189,312.498) - 129.723x302.734
ID:137 BoundingBox:(77.3037,306.17) - 113.089x248.6
ID:141 BoundingBox:(305.54,279.093) - 76.0147x163.577
ID:143 BoundingBox:(194.877,224.971) - 30.5197x47.6659
ID:133 BoundingBox:(419.632,310.972) - 123.416x304.856
ID:137 BoundingBox:(76.3035,304.392) - 110.523x244.245
ID:141 BoundingBox:(311.364,277.644) - 74.6886x166.294
ID:144 BoundingBox:(65.5299,224.494) - 78.3662x122.548
ID:133 BoundingBox:(431.378,312.546) - 120.911x307.979
ID:137 BoundingBox:(74.64,296.217) - 106.676x253.683
ID:141 BoundingBox:(316.72,279.887) - 73.2754x174.411
ID:144 BoundingBox:(68.159,210.463) - 67.1227x96.2101
ID:133 BoundingBox:(438.673,305.639) - 113.949x312.112
ID:137 BoundingBox:(79.7223,294.636) - 106.912x259.443
ID:141 BoundingBox:(320.494,276.91) - 71.6736x179.152
ID:133 BoundingBox:(450.522,303.348) - 106.829x312.645
ID:137 BoundingBox:(75.0198,292.668) - 111.291x268.385
ID:141 BoundingBox:(324.802,279.785) - 71.9785x180.597
ID:144 BoundingBox:(116.481,255.199) - 67.8441x123.548
ID:133 BoundingBox:(453.435,300.477) - 104.73x314.527
ID:137 BoundingBox:(68.2933,289.304) - 112.492x270.184
ID:141 BoundingBox:(329.835,275.172) - 67.0621x172.972
ID:144 BoundingBox:(122.621,288.06) - 73.8717x163.666
ID:133 BoundingBox:(463.208,301.808) - 104.17x313.639
ID:137 BoundingBox:(60.8113,290.919) - 114.001x271.501
ID:141 BoundingBox:(333.819,280.691) - 70.0182x177.882
ID:144 BoundingBox:(128.14,298.044) - 75.5206x189.608
ID:133 BoundingBox:(472.403,300.946) - 106.228x308.79
ID:137 BoundingBox:(54.7026,286.368) - 111.122x266.408
ID:141 BoundingBox:(339.888,283.56) - 72.0135x181.579
ID:144 BoundingBox:(138.08,299.988) - 83.8496x217.717
ID:133 BoundingBox:(478.716,300.855) - 108.758x315.444
ID:137 BoundingBox:(45.0221,290.15) - 103.841x260.292
ID:141 BoundingBox:(343.916,284.095) - 75.4038x175.447
ID:144 BoundingBox:(147.537,300.349) - 89.1009x242.111
ID:133 BoundingBox:(481.247,302.865) - 111.627x315.358
ID:137 BoundingBox:(40.765,288.177) - 97.7371x258.248
ID:141 BoundingBox:(345.441,284.361) - 76.8099x179.616
ID:144 BoundingBox:(157.181,306.095) - 94.7241x250.084
ID:145 BoundingBox:(175.761,229.285) - 54.11x104.433
ID:133 BoundingBox:(489.453,296.482) - 117.129x317.361
ID:137 BoundingBox:(36.1552,290.638) - 90.3159x260.662
ID:141 BoundingBox:(345.445,283.551) - 77.4291x179.983
ID:144 BoundingBox:(159.925,305.243) - 98.9578x260.996
ID:133 BoundingBox:(498.18,297.049) - 125.333x319.362
ID:137 BoundingBox:(27.7219,275.671) - 80.042x248.354
ID:141 BoundingBox:(350.68,281.516) - 79.2054x181.061
ID:144 BoundingBox:(166.936,298.949) - 104.128x268.282
ID:133 BoundingBox:(508.801,301.276) - 132.018x323.92
ID:137 BoundingBox:(21.4831,258.542) - 70.5874x227.593
ID:141 BoundingBox:(357.008,278.911) - 82.8403x179.024
ID:144 BoundingBox:(178.911,303.016) - 110.594x267.286
ID:133 BoundingBox:(511.2,304.021) - 134.068x320.162
ID:137 BoundingBox:(15.641,238.363) - 62.2327x195.094
ID:141 BoundingBox:(358.002,282.648) - 81.5428x173.635
ID:144 BoundingBox:(186.285,306.244) - 110.618x267.484
ID:146 BoundingBox:(482.376,271.46) - 55.726x141.052
ID:133 BoundingBox:(519.56,308.008) - 134.273x315.693
ID:141 BoundingBox:(359.463,281.868) - 80.7749x172.934
ID:144 BoundingBox:(190.597,308.1) - 113.984x267.673
ID:146 BoundingBox:(492.81,279.564) - 56.2361x143.705
ID:133 BoundingBox:(529.438,307.337) - 137.212x314.085
ID:141 BoundingBox:(364.859,282.12) - 83.0435x171.679
ID:144 BoundingBox:(198.899,310.1) - 116.447x267.127
ID:133 BoundingBox:(540.303,313.267) - 134.275x313.672
ID:141 BoundingBox:(374.241,284.918) - 84.3715x173.057
ID:144 BoundingBox:(211.121,309.492) - 111.916x262.934
ID:146 BoundingBox:(493.098,282.262) - 42.1465x117.871
ID:133 BoundingBox:(549.35,310.871) - 129.633x314.441
ID:141 BoundingBox:(375.736,286.166) - 84.0954x172.088
ID:144 BoundingBox:(219.115,270.935) - 109.245x225.895
ID:146 BoundingBox:(498.288,279.64) - 46.7815x125.476
ID:133 BoundingBox:(557.45,309.515) - 127.723x311.382
ID:141 BoundingBox:(381.235,281.7) - 81.2751x173.762
ID:144 BoundingBox:(229.319,293.9) - 104.297x234.905
ID:146 BoundingBox:(503.082,279.899) - 49.8811x134.936
ID:133 BoundingBox:(568.707,304.84) - 124.395x313.342
ID:141 BoundingBox:(386.088,280.965) - 78.0373x174.972
ID:144 BoundingBox:(234.806,306.141) - 97.9722x240.447
ID:146 BoundingBox:(510.199,278.452) - 53.1966x138.536
ID:133 BoundingBox:(575.649,301.095) - 117.98x311.448
ID:141 BoundingBox:(386.961,277.216) - 74.6925x168.506
ID:144 BoundingBox:(244.256,301.694) - 97.7571x246.119
ID:146 BoundingBox:(524.469,281.124) - 65.4871x148.783
ID:147 BoundingBox:(414.666,289.578) - 46.996x145.888
ID:133 BoundingBox:(581.669,304.204) - 115.274x310.736
ID:141 BoundingBox:(394.065,281.411) - 74.5477x167.301
ID:144 BoundingBox:(251.941,299.352) - 95.7885x249.235
ID:146 BoundingBox:(530.457,281.413) - 72.012x150.131
ID:133 BoundingBox:(588.825,307.291) - 111.518x307.2
ID:141 BoundingBox:(399.095,286.056) - 75.0289x169.622
ID:144 BoundingBox:(260.537,298.782) - 99.4887x253.849
ID:146 BoundingBox:(532.705,282.362) - 72.7934x148.371
ID:133 BoundingBox:(594.841,303.362) - 104.252x307.784
ID:141 BoundingBox:(403.653,282.901) - 74.2566x171.575
ID:144 BoundingBox:(273.523,301.407) - 109.107x254.159
ID:146 BoundingBox:(533.508,289.452) - 72.6728x146.192
ID:133 BoundingBox:(593.582,309.497) - 103.255x309.048
ID:141 BoundingBox:(406.997,285.41) - 77.1049x172.805
ID:144 BoundingBox:(288.08,301.086) - 118.48x254.305
ID:146 BoundingBox:(537.873,288.201) - 69.371x143.044
ID:133 BoundingBox:(591.475,311.491) - 103.725x311.833
ID:141 BoundingBox:(408.364,279.141) - 78.0541x167.513
ID:144 BoundingBox:(295.305,304.918) - 126.727x253.276
ID:146 BoundingBox:(545.507,285.456) - 67.1287x141.227
ID:148 BoundingBox:(600.947,279.429) - 49.141x190.192
ID:149 BoundingBox:(436.308,273.534) - 33.259x140.307
ID:133 BoundingBox:(593.836,316.642) - 101.181x304.745
ID:141 BoundingBox:(409.606,282.993) - 77.2066x166.573
ID:144 BoundingBox:(298.065,311.422) - 130.653x253.303
ID:146 BoundingBox:(547.673,277.904) - 64.3661x140.985
ID:149 BoundingBox:(440.507,281.579) - 40.0329x153.421
ID:133 BoundingBox:(592.41,320.945) - 99.7757x294.746
ID:141 BoundingBox:(418.943,286.704) - 74.4651x170.115
ID:144 BoundingBox:(306.583,310.435) - 127.088x255.192
ID:146 BoundingBox:(555.772,275.504) - 60.1098x140.766
ID:148 BoundingBox:(610.771,277.477) - 37.445x141.119
ID:141 BoundingBox:(418.596,283.546) - 72.2053x168.589
ID:144 BoundingBox:(319.065,308.627) - 118.024x258.639
ID:146 BoundingBox:(557.893,276.694) - 56.4547x139.6
ID:148 BoundingBox:(616.089,255.73) - 30.7881x108.514
ID:149 BoundingBox:(443.803,279.185) - 39.8866x147.54
ID:141 BoundingBox:(426.271,285.628) - 72.8583x167.925
ID:144 BoundingBox:(331.222,304.395) - 109.874x260.936
ID:146 BoundingBox:(561.185,277.976) - 54.302x139.012
ID:141 BoundingBox:(434.184,284.826) - 72.9331x168.583
ID:144 BoundingBox:(341.084,305.337) - 105.21x267.218
ID:146 BoundingBox:(565.78,278.246) - 54.726x137.818
ID:141 BoundingBox:(436.657,283.297) - 76.8711x167.121
ID:144 BoundingBox:(351.775,276.824) - 101.774x244.872
ID:146 BoundingBox:(572.21,281.797) - 52.1876x134.518
ID:149 BoundingBox:(452.905,268.419) - 34.8335x126.761
ID:141 BoundingBox:(441.085,282.346) - 74.8874x164.628
ID:144 BoundingBox:(360.072,297.582) - 101.739x248.27
ID:146 BoundingBox:(578.374,284.829) - 54.0722x135.646
ID:149 BoundingBox:(466.62,282.955) - 37.1515x137.623
ID:141 BoundingBox:(447.546,285.078) - 77.1324x168.411
ID:144 BoundingBox:(367.387,305.623) - 103.158x253.842
ID:146 BoundingBox:(582.954,286.261) - 54.8914x130.333
ID:141 BoundingBox:(448.441,284.778) - 77.6552x173.661
ID:144 BoundingBox:(375.044,304.503) - 104.175x260.355
ID:146 BoundingBox:(586.425,286.186) - 56.2097x131.04
ID:149 BoundingBox:(479.178,300.576) - 48.286x142.261
ID:150 BoundingBox:(392.671,227.971) - 52.355x114.637
