ID:1184 BoundingBox:(1384.18,516.149) - 85.608x211.985
ID:1184 BoundingBox:(1296.77,573.753) - 82.7071x295.369
ID:1191 BoundingBox:(204.786,545.362) - 87.6163x210.889
ID:1192 BoundingBox:(393.164,551.421) - 100.094x232.681
ID:1200 BoundingBox:(1205.22,550.74) - 67.5449x176.749
ID:1201 BoundingBox:(985.299,498.884) - 62.5733x106.902
ID:1202 BoundingBox:(294.854,540.633) - 65.4143x175.285
ID:1204 BoundingBox:(1878.64,530.436) - 68.803x250.392
ID:1205 BoundingBox:(226.572,540.803) - 47.551x140.087
ID:1184 BoundingBox:(1289.45,576.187) - 84.1492x298.603
ID:1191 BoundingBox:(188.94,551.701) - 82.1096x205.03
ID:1192 BoundingBox:(382.594,548.043) - 106.535x242.933
ID:1200 BoundingBox:(1192.39,545.04) - 67.584x180.706
ID:1201 BoundingBox:(974.32,504.981) - 68.2306x111.771
ID:1202 BoundingBox:(270.866,551.849) - 64.7938x177.757
ID:1204 BoundingBox:(1874.34,518.861) - 78.5022x261.625
ID:1184 BoundingBox:(1280.89,570.608) - 82.3453x298.822
ID:1191 BoundingBox:(167.353,549.585) - 79.781x205.69
ID:1192 BoundingBox:(357.444,556.031) - 105.088x250.886
ID:1200 BoundingBox:(1185.87,547.36) - 74.2951x183.607
ID:1201 BoundingBox:(960.126,501.871) - 65.1752x106.217
ID:1202 BoundingBox:(269.923,543.911) - 61.6463x170.745
ID:1204 BoundingBox:(1872.04,514.875) - 86.9385x274.785
ID:1205 BoundingBox:(242.985,551.693) - 54.419x173.001
ID:1184 BoundingBox:(1276.58,571.998) - 87.4555x301.85
ID:1191 BoundingBox:(161.151,555.598) - 76.2734x199.745
ID:1192 BoundingBox:(337.376,558.103) - 114.418x263.371
ID:1200 BoundingBox:(1173.73,555.492) - 78.6705x182.291
ID:1201 BoundingBox:(949.552,492.996) - 66.7176x103.741
ID:1204 BoundingBox:(1858.5,515.102) - 91.7006x288.778
ID:1184 BoundingBox:(1267.7,570.257) - 90.6386x302.246
ID:1191 BoundingBox:(140.122,556.093) - 75.6992x196.744
ID:1192 BoundingBox:(323.115,571.158) - 117.39x259.881
ID:1200 BoundingBox:(1161.81,553.063) - 77.6564x177.466
ID:1201 BoundingBox:(953.858,489.646) - 66.2201x103.705
ID:1202 BoundingBox:(216.028,556.43) - 58.2545x176.612
ID:1204 BoundingBox:(1841.95,510.263) - 102.648x293.004
ID:1205 BoundingBox:(359.721,559.841) - 60.6505x178.465
ID:1206 BoundingBox:(930.778,502.791) - 60.412x98.711
ID:1184 BoundingBox:(1272.92,577.151) - 92.1486x305.946
ID:1191 BoundingBox:(127.049,556.41) - 73.7892x186.531
ID:1192 BoundingBox:(321.751,546.253) - 116.024x232.741
ID:1200 BoundingBox:(1154.37,549.237) - 77.4398x176.415
ID:1201 BoundingBox:(954.407,490.659) - 66.2784x106.978
ID:1202 BoundingBox:(201.384,552.922) - 57.3172x177.858
ID:1204 BoundingBox:(1833.84,526.489) - 113.808x309.975
ID:1206 BoundingBox:(919.303,510.946) - 64.0473x104.276
ID:1184 BoundingBox:(1266.43,576.166) - 94.9257x305.047
ID:1191 BoundingBox:(116.373,555.707) - 77.8869x194.036
ID:1192 BoundingBox:(296.419,566.843) - 114.424x238.38
ID:1200 BoundingBox:(1150.06,552.725) - 72.2395x166.653
ID:1201 BoundingBox:(938.072,496.858) - 65.1854x107.362
ID:1204 BoundingBox:(1830.02,523.183) - 111.97x294.576
ID:1184 BoundingBox:(1274.46,573.893) - 92.1903x308.343
ID:1191 BoundingBox:(107.518,562.456) - 80.6537x202.162
ID:1192 BoundingBox:(294.217,573.387) - 118.415x244.162
ID:1200 BoundingBox:(1141.96,557.852) - 74.1278x165.745
ID:1201 BoundingBox:(922.394,497.353) - 65.77x110.566
ID:1204 BoundingBox:(1824.84,525.423) - 118.083x295.112
ID:1184 BoundingBox:(1277.71,574.802) - 94.6844x311.782
ID:1191 BoundingBox:(99.8784,559.857) - 77.9849x197.092
ID:1192 BoundingBox:(286.784,569.645) - 118.428x244.818
ID:1200 BoundingBox:(1135.23,553.096) - 78.9278x170.255
ID:1201 BoundingBox:(926.113,484.543) - 64.805x111.313
ID:1202 BoundingBox:(191.199,561.69) - 54.7504x171.479
ID:1204 BoundingBox:(1828.87,525.238) - 124.246x299.158
ID:1184 BoundingBox:(1276.57,570.329) - 97.4933x314.529
ID:1191 BoundingBox:(88.6128,561.482) - 81.2641x202.43
ID:1192 BoundingBox:(263.844,565.486) - 127.26x241.067
ID:1200 BoundingBox:(1122,542.48) - 79.8296x173.17
ID:1201 BoundingBox:(919.99,481.705) - 66.3955x97.3312
ID:1204 BoundingBox:(1827.11,515.391) - 126.879x297.757
ID:1184 BoundingBox:(1271.96,571.513) - 97.6545x320.15
ID:1191 BoundingBox:(71.5516,561.563) - 84.0095x206.002
ID:1192 BoundingBox:(250.765,567.739) - 124.175x247.184
ID:1200 BoundingBox:(1113.26,541.596) - 80.2817x175.581
ID:1201 BoundingBox:(916.888,488.956) - 63.6181x97.601
ID:1202 BoundingBox:(167.314,554.786) - 56.9689x185.358
ID:1204 BoundingBox:(1824.06,510.762) - 125.873x285.091
ID:1207 BoundingBox:(305.691,537.45) - 60.881x169.6
ID:1184 BoundingBox:(1271.18,573.671) - 100.782x330.378
ID:1191 BoundingBox:(64.9971,560.929) - 84.7415x213.039
ID:1192 BoundingBox:(247.205,569.65) - 121.433x248.118
ID:1200 BoundingBox:(1106.59,536.298) - 79.8156x180.124
ID:1201 BoundingBox:(913.843,484.145) - 63.872x93.936
ID:1202 BoundingBox:(158.873,556.791) - 61.5348x199.364
ID:1204 BoundingBox:(1836.14,502.155) - 122.252x276.987
ID:1207 BoundingBox:(305.74,547.006) - 70.8072x194.99
ID:1184 BoundingBox:(1271.19,567.021) - 104.47x331.017
ID:1191 BoundingBox:(56.9112,561.159) - 85.2254x217.638
ID:1192 BoundingBox:(228.943,572.657) - 118.191x253.106
ID:1200 BoundingBox:(1106.08,528.484) - 83.4104x186.37
ID:1201 BoundingBox:(908.791,486.908) - 64.2798x92.0639
ID:1202 BoundingBox:(149.142,550.109) - 64.626x213.534
ID:1204 BoundingBox:(1831.47,504.108) - 118.24x275.83
ID:1207 BoundingBox:(281.379,555.748) - 74.182x204.524
ID:1208 BoundingBox:(312.257,526.411) - 58.781x158.128
ID:1184 BoundingBox:(1271.82,567.584) - 110.301x332.861
ID:1191 BoundingBox:(53.912,556.145) - 86.9171x223.324
ID:1192 BoundingBox:(219.038,572.446) - 116.65x255.707
ID:1200 BoundingBox:(1095.69,518.84) - 80.6724x182.003
ID:1201 BoundingBox:(892.734,487.002) - 59.4941x88.5109
ID:1202 BoundingBox:(128.635,549.487) - 66.3268x219.598
ID:1204 BoundingBox:(1827.7,499.399) - 120.313x278.884
ID:1207 BoundingBox:(278.039,548.106) - 73.9101x206.262
ID:1184 BoundingBox:(1277.5,570.388) - 114.119x330.945
ID:1191 BoundingBox:(41.462,556.262) - 81.2786x223.39
ID:1192 BoundingBox:(218.881,556.641) - 122.887x244.536
ID:1200 BoundingBox:(1092.02,516.255) - 78.3547x175.718
ID:1201 BoundingBox:(884.417,484.434) - 57.3264x90.5659
ID:1204 BoundingBox:(1821.44,491.415) - 124.174x286.5
ID:1208 BoundingBox:(270.104,527.78) - 58.526x148.197
ID:1184 BoundingBox:(1281.96,567.953) - 115.99x335.866
ID:1191 BoundingBox:(36.0576,564.919) - 80.2936x231.017
ID:1192 BoundingBox:(190.11,577.02) - 125.451x260.212
ID:1200 BoundingBox:(1079.58,517.852) - 76.587x172.803
ID:1201 BoundingBox:(884.382,482.741) - 55.3754x93.711
ID:1204 BoundingBox:(1819.42,490.446) - 128.09x293.797
ID:1207 BoundingBox:(262.895,549.409) - 74.5015x201.583
ID:1184 BoundingBox:(1280.09,579.374) - 116.909x345.197
ID:1191 BoundingBox:(30.6325,560.255) - 76.8347x229.367
ID:1192 BoundingBox:(181.725,582.769) - 123.467x265.472
ID:1200 BoundingBox:(1078.49,518.435) - 78.3589x173.09
ID:1201 BoundingBox:(879.772,480.385) - 52.5911x93.3094
ID:1204 BoundingBox:(1821.35,484.188) - 132.453x309.471
ID:1207 BoundingBox:(267.054,546.951) - 76.9496x204.358
ID:1184 BoundingBox:(1283.72,583.664) - 123.359x356.105
ID:1191 BoundingBox:(29.3224,560.796) - 74.6502x226.145
ID:1192 BoundingBox:(171.595,581.698) - 120.548x273.177
ID:1200 BoundingBox:(1068.13,519.799) - 77.3363x173.669
ID:1201 BoundingBox:(876.121,486.573) - 55.4272x99.9716
ID:1204 BoundingBox:(1819.62,487.722) - 135.501x321.28
ID:1207 BoundingBox:(261.294,542.671) - 80.3258x219.3
ID:1184 BoundingBox:(1284.57,579.76) - 122.308x360.871
ID:1192 BoundingBox:(159.006,599.59) - 123.928x280.499
ID:1200 BoundingBox:(1061.74,521.69) - 78.6101x170.512
ID:1201 BoundingBox:(884.402,484.236) - 56.1672x97.5461
ID:1204 BoundingBox:(1822.72,490.248) - 135.119x331.125
ID:1207 BoundingBox:(248.739,544.177) - 77.0843x214.758
ID:1184 BoundingBox:(1289.92,580.121) - 129.417x362.415
ID:1192 BoundingBox:(138.288,591.323) - 136.985x294.269
ID:1200 BoundingBox:(1059.17,526.498) - 76.8494x170.617
ID:1201 BoundingBox:(870.893,488.275) - 62.3876x85.4597
ID:1204 BoundingBox:(1822.47,490.773) - 132.028x333.478
ID:1207 BoundingBox:(240.804,545.203) - 76.5064x210.311
ID:1184 BoundingBox:(1292.31,580.158) - 131.578x377.36
ID:1192 BoundingBox:(116.135,590.583) - 138.798x293.679
ID:1200 BoundingBox:(1052.27,539.567) - 76.7217x169.745
ID:1201 BoundingBox:(864.244,484.377) - 66.4214x79.9961
ID:1204 BoundingBox:(1815.38,489.399) - 128.481x335.343
ID:1207 BoundingBox:(232.099,543.088) - 75.0677x209.194
ID:1184 BoundingBox:(1293.93,580.603) - 131.403x371.46
ID:1192 BoundingBox:(97.9559,602.743) - 138.766x300.504
ID:1200 BoundingBox:(1053.67,537.207) - 73.954x167.691
ID:1204 BoundingBox:(1820,491.623) - 129.39x344.048
ID:1207 BoundingBox:(224.472,533.585) - 76.8377x211.978
ID:1184 BoundingBox:(1294.71,576.12) - 128.979x370.649
ID:1192 BoundingBox:(90.0156,605.389) - 142.511x308.098
ID:1200 BoundingBox:(1044.73,523.935) - 74.5229x173.035
ID:1201 BoundingBox:(860.796,487.724) - 64.8178x77.2676
ID:1204 BoundingBox:(1820.03,493.759) - 130.662x335.956
ID:1207 BoundingBox:(213.664,531.042) - 82.3873x212.87
ID:1209 BoundingBox:(828.644,485.998) - 42.895x80.895
ID:1184 BoundingBox:(1295.3,577.5) - 126.924x366.16
ID:1192 BoundingBox:(87.9296,592.624) - 139.911x299.718
ID:1200 BoundingBox:(1031.03,522.163) - 73.98x169.145
ID:1201 BoundingBox:(853.483,490.002) - 66.5988x77.4326
ID:1204 BoundingBox:(1819.38,477.911) - 128.763x306.598
ID:1207 BoundingBox:(203.794,530.429) - 77.885x201.122
ID:1184 BoundingBox:(1298.02,582.846) - 128.422x362.286
ID:1192 BoundingBox:(60.5954,596.324) - 132.198x320.37
ID:1200 BoundingBox:(1018.85,520.29) - 79.7479x172.373
ID:1201 BoundingBox:(855.752,475.694) - 64.5884x79.3611
ID:1204 BoundingBox:(1823.82,469.877) - 124.726x306.335
ID:1207 BoundingBox:(187.212,529.282) - 83.9487x203.943
ID:1210 BoundingBox:(90.0711,550.893) - 74.0658x230.391
ID:1211 BoundingBox:(216.163,515.839) - 60.025x141.092
ID:1184 BoundingBox:(1296.44,582.646) - 126.808x364.398
ID:1192 BoundingBox:(42.8665,600.978) - 119.274x331.89
ID:1200 BoundingBox:(1011.66,518.652) - 78.9282x175.374
ID:1201 BoundingBox:(847.886,472.919) - 64.4986x85.7496
ID:1204 BoundingBox:(1823.23,468.966) - 121.044x295.366
ID:1207 BoundingBox:(174.893,524.531) - 84.2784x202.488
ID:1210 BoundingBox:(102.608,539.508) - 64.9113x205.986
ID:1184 BoundingBox:(1299.08,589.916) - 122.395x371.876
ID:1192 BoundingBox:(42.4919,588.704) - 112.234x320.301
ID:1200 BoundingBox:(1005.38,519.093) - 78.724x178.679
ID:1201 BoundingBox:(830.421,475.292) - 63.3488x86.2706
ID:1204 BoundingBox:(1818.78,471.762) - 122.104x303.999
ID:1207 BoundingBox:(167.932,527.009) - 86.8518x209.288
ID:1212 BoundingBox:(853.891,483.811) - 53.932x73.107
ID:1184 BoundingBox:(1299.42,586.024) - 118.27x376.017
ID:1200 BoundingBox:(999.151,519.772) - 78.1032x175.126
ID:1201 BoundingBox:(833.298,468.355) - 61.2615x84.9428
ID:1204 BoundingBox:(1813.2,469.231) - 126.752x314.745
ID:1207 BoundingBox:(161.382,526.908) - 81.463x202.206
ID:1212 BoundingBox:(815.619,485.73) - 53.8689x71.9343
ID:1184 BoundingBox:(1304.57,588.794) - 126.538x388.772
ID:1192 BoundingBox:(53.7638,559.723) - 107.941x271.02
ID:1200 BoundingBox:(993.097,520.526) - 83.5688x177.545
ID:1201 BoundingBox:(833.986,467.108) - 58.8268x84.5289
ID:1204 BoundingBox:(1812.89,464.252) - 126.195x310.934
ID:1207 BoundingBox:(158.115,526.454) - 95.4032x211.223
ID:1184 BoundingBox:(1310.64,597.208) - 123.463x400.13
ID:1192 BoundingBox:(64.7058,541.779) - 99.9303x250.549
ID:1200 BoundingBox:(986.835,520.512) - 79.1084x173.659
ID:1201 BoundingBox:(835.828,479.69) - 57.2153x83.586
ID:1204 BoundingBox:(1811.87,463.264) - 133.02x318.541
ID:1207 BoundingBox:(144.689,527.363) - 92.7562x209.881
ID:1184 BoundingBox:(1311.72,602.701) - 133.445x416.58
ID:1192 BoundingBox:(75.5179,538.363) - 95.5688x228.096
ID:1200 BoundingBox:(980,519.097) - 77.8785x171.661
ID:1204 BoundingBox:(1807.69,453.967) - 137.468x325.111
ID:1207 BoundingBox:(135.7,541.253) - 86.7144x208.056
ID:1184 BoundingBox:(1321.77,604.799) - 135.134x422.212
ID:1200 BoundingBox:(974.606,529.217) - 73.7865x169.521
ID:1201 BoundingBox:(837.042,483.027) - 60.8071x80.3048
ID:1204 BoundingBox:(1808.59,453.958) - 135.662x333.576
ID:1207 BoundingBox:(121.287,543.844) - 87.9749x199.122
ID:1184 BoundingBox:(1333.66,597.214) - 140.153x427.054
ID:1192 BoundingBox:(54.7051,544.381) - 89.7586x226.719
ID:1200 BoundingBox:(972.086,519.448) - 81.8281x172.617
ID:1201 BoundingBox:(841.313,483.556) - 60.2906x80.8267
ID:1204 BoundingBox:(1813.17,461.535) - 135.334x340.897
ID:1207 BoundingBox:(120.275,536.764) - 92.6108x206.901
ID:1184 BoundingBox:(1339.86,611.897) - 144.05x432.549
ID:1192 BoundingBox:(40.2965,555.312) - 84.3141x218.168
ID:1200 BoundingBox:(970.392,516.149) - 88.846x173.29
ID:1201 BoundingBox:(837.526,485.939) - 62.4565x77.66
ID:1204 BoundingBox:(1826.4,457.731) - 134.308x330.472
ID:1207 BoundingBox:(115.365,542.251) - 98.6586x212.149
ID:1184 BoundingBox:(1354.3,607.856) - 143.912x433.779
ID:1200 BoundingBox:(968.691,526.732) - 86.5751x174.025
ID:1204 BoundingBox:(1830.71,451.59) - 138.038x326.008
ID:1207 BoundingBox:(114.223,530.333) - 98.9974x200.555
ID:1184 BoundingBox:(1368.45,597.682) - 145.501x446.968
ID:1192 BoundingBox:(45.6685,553.518) - 81.4692x210.017
ID:1200 BoundingBox:(966.398,517.197) - 83.4351x169.515
ID:1204 BoundingBox:(1830.51,451.78) - 133.921x327.996
ID:1207 BoundingBox:(112.87,535.46) - 102.228x212.835
ID:1213 BoundingBox:(164.635,529.29) - 59.325x193.254
ID:1184 BoundingBox:(1371.99,599.228) - 144.577x455.665
ID:1192 BoundingBox:(38.4829,554.434) - 78.6536x205.549
ID:1200 BoundingBox:(962.627,518.749) - 88.1219x171.949
ID:1204 BoundingBox:(1828.12,459.323) - 134.976x342.365
ID:1207 BoundingBox:(110.643,533.179) - 101.365x217.298
ID:1213 BoundingBox:(167.943,523.934) - 58.5123x186.919
ID:1184 BoundingBox:(1378.56,608.132) - 147.764x465.221
ID:1200 BoundingBox:(969.097,507.218) - 85.2987x168.838
ID:1204 BoundingBox:(1829.49,461.941) - 133.896x329.774
ID:1207 BoundingBox:(103.612,534.484) - 96.8211x222.412
ID:1213 BoundingBox:(148.797,508.543) - 70.9891x189.597
ID:1184 BoundingBox:(1390.08,610.946) - 154.319x476.189
ID:1192 BoundingBox:(34.1246,542.616) - 73.5685x212.758
ID:1200 BoundingBox:(964.679,510.948) - 79.6301x163.521
ID:1204 BoundingBox:(1831.52,469.79) - 136.198x343.611
ID:1207 BoundingBox:(101.999,537.419) - 106.656x227.79
ID:1214 BoundingBox:(847.432,461.607) - 51.947x88.348
ID:1184 BoundingBox:(1402.87,603.616) - 163.913x469.008
ID:1200 BoundingBox:(956.548,514.465) - 74.7557x161.364
ID:1204 BoundingBox:(1822.5,459.29) - 133.786x342.007
ID:1207 BoundingBox:(95.4298,529.382) - 113.242x226.845
ID:1184 BoundingBox:(1412.87,611.758) - 162.846x477.213
ID:1200 BoundingBox:(946.603,508.999) - 71.712x159.443
ID:1204 BoundingBox:(1825.69,454.102) - 133.464x352.579
ID:1207 BoundingBox:(72.9136,523.513) - 111.032x229.58
ID:1213 BoundingBox:(117.483,509.569) - 72.3307x186.104
ID:1214 BoundingBox:(840.823,464.36) - 49.5838x81.1351
ID:1184 BoundingBox:(1424.23,617.768) - 161.136x481.625
ID:1200 BoundingBox:(950.099,508.763) - 73.5957x163.079
ID:1204 BoundingBox:(1832.07,446.775) - 132.981x331.849
ID:1207 BoundingBox:(75.0111,523.689) - 108.966x228.143
ID:1213 BoundingBox:(126.352,517.484) - 70.0434x185.28
ID:1214 BoundingBox:(837.472,469.2) - 56.9902x80.3121
ID:1184 BoundingBox:(1443.39,616.906) - 169.213x500.499
ID:1200 BoundingBox:(944.755,512.012) - 76.4407x165.119
